season,game_no,player_name,goals_scored
1960/61,1,Graham Barnett,1
1960/61,2,Ken Finney,1
1960/61,2,Graham Barnett,1
1960/61,5,Ken Finney,1
1960/61,5,Elkanah Onyeali,2
1960/61,5,Tommy Eglington,1
1960/61,6,Ken Finney,1
1960/61,6,Elkanah Onyeali,1
1960/61,8,Keith Williams,1
1960/61,8,Tommy Eglington,1
1960/61,9,Keith Williams,3
1960/61,9,Elkanah Onyeali,1
1960/61,10,Graham Barnett,2
1960/61,11,Elkanah Onyeali,1
1960/61,12,Ken Finney,1
1960/61,12,Keith Williams,1
1960/61,13,Tommy Eglington,1
1960/61,14,Elkanah Onyeali,1
1960/61,15,Bobby Harrop,1
1960/61,15,Elkanah Onyeali,1
1960/61,16,Ken Finney,2
1960/61,16,Keith Williams,1
1960/61,17,Elkanah Onyeali,1
1960/61,17,Tommy Eglington,1
1960/61,18,Keith Williams,1
1960/61,18,Tony Rowley,1
1960/61,18,Tommy Eglington,1
1960/61,19,Keith Williams,1
1960/61,20,Keith Williams,1
1960/61,21,Keith Williams,1
1960/61,21,Tony Rowley,1
1960/61,22,Keith Williams,1
1960/61,23,Keith Williams,1
1960/61,24,Keith Williams,1
1960/61,24,Elkanah Onyeali,1
1960/61,25,Tony Rowley,1
1960/61,26,Tony Rowley,2
1960/61,27,Keith Williams,1
1960/61,27,Tony Rowley,1
1960/61,30,Keith Williams,1
1960/61,30,Tony Rowley,1
1960/61,30,Graham Barnett,1
1960/61,31,Tony Rowley,1
1960/61,31,Ken Price,1
1960/61,32,Tommy Eglington,1
1960/61,33,Ken Price,1
1960/61,34,Keith Williams,3
1960/61,34,Jimmy Mulkerrin,1
1960/61,34,Tommy Eglington,1
1960/61,34,OG,1
1960/61,35,Keith Williams,1
1960/61,35,Graham Barnett,1
1960/61,36,Keith Williams,2
1960/61,37,Ken Finney,1
1960/61,39,Keith Williams,1
1960/61,40,Keith Williams,1
1960/61,40,Alan Arnell,2
1960/61,42,Tommy Murray,1
1960/61,42,Keith Williams,2
1960/61,42,Alan Arnell,1
1960/61,42,Ralph Gubbins,2
1960/61,42,Tommy Eglington,1
1960/61,43,Keith Williams,1
1960/61,44,Keith Williams,1
1960/61,45,Alan Arnell,1
1960/61,46,Keith Williams,1
1960/61,46,Alan Arnell,1
1960/61,47,Keith Williams,1
1960/61,48,Ralph Gubbins,2
1960/61,50,Keith Williams,1
1960/61,50,Ralph Gubbins,1
1960/61,51,Ralph Gubbins,1
1960/61,52,Charlie McDonnell,1
1961/62,1,Alan Arnell,1
1961/62,2,Les Campbell,1
1961/62,3,Tommy Neill,1
1961/62,4,NA,1
1961/62,4,Alan Arnell,1
1961/62,4,Les Campbell,1
1961/62,5,Ken Finney,1
1961/62,5,Peter Jackson,1
1961/62,5,Ralph Gubbins,1
1961/62,6,Ken Finney,1
1961/62,7,Alan Arnell,3
1961/62,8,Ralph Gubbins,1
1961/62,8,Alan Arnell,2
1961/62,10,Ralph Gubbins,1
1961/62,10,Alan Arnell,3
1961/62,11,Ralph Gubbins,1
1961/62,11,Alan Arnell,1
1961/62,14,Ken Finney,1
1961/62,15,Ken Finney,1
1961/62,15,John Frye,1
1961/62,15,Alan Arnell,1
1961/62,16,Alan Arnell,1
1961/62,16,Ralph Gubbins,2
1961/62,17,John Frye,1
1961/62,17,Alan Arnell,1
1961/62,18,Ralph Gubbins,1
1961/62,19,John Frye,1
1961/62,19,Alan Arnell,1
1961/62,20,Ken Finney,1
1961/62,20,John Frye,1
1961/62,20,Ralph Gubbins,2
1961/62,20,Jimmy Anders,1
1961/62,21,Ralph Gubbins,2
1961/62,22,Johnny King,1
1961/62,22,Ralph Gubbins,1
1961/62,24,John Frye,1
1961/62,26,Alan Arnell,1
1961/62,28,Ralph Gubbins,2
1961/62,28,John Frye,1
1961/62,30,Alan Arnell,1
1961/62,31,Ralph Gubbins,2
1961/62,31,Alan Arnell,3
1961/62,32,Tommy Neill,1
1961/62,32,John Frye,1
1961/62,32,Ken Finney,1
1961/62,33,OG,1
1961/62,34,Ralph Gubbins,1
1961/62,34,Alan Arnell,1
1961/62,36,John Byrne,1
1961/62,36,Ralph Gubbins,1
1961/62,37,John Byrne,1
1961/62,37,Ralph Gubbins,1
1961/62,37,Alan Arnell,2
1961/62,38,Ralph Gubbins,1
1961/62,40,Ken Finney,1
1961/62,40,John Byrne,1
1961/62,41,Ralph Gubbins,1
1961/62,43,John Byrne,1
1961/62,43,Alan Arnell,2
1961/62,44,Alan Arnell,2
1962/63,1,Ralph Gubbins,1
1962/63,1,Alan Arnell,1
1962/63,3,Malcolm Edwards,1
1962/63,5,John Manning,1
1962/63,6,Jimmy Milner,1
1962/63,6,Ralph Gubbins,1
1962/63,7,Les Campbell,3
1962/63,7,Jimmy Milner,1
1962/63,7,Alan Arnell,2
1962/63,8,Dave Hickson,1
1962/63,9,Jimmy Milner,1
1962/63,9,Dave Hickson,2
1962/63,10,Dave Hickson,1
1962/63,11,Ralph Gubbins,1
1962/63,11,Les Jones,1
1962/63,11,Dave Hickson,2
1962/63,11,Alan Arnell,3
1962/63,12,Bobby Conroy,1
1962/63,12,Les Jones,1
1962/63,12,Barry Dyson,1
1962/63,13,Ralph Gubbins,1
1962/63,14,Les Jones,1
1962/63,14,Dave Hickson,1
1962/63,15,Dave Hickson,1
1962/63,15,Barry Dyson,1
1962/63,16,Ralph Gubbins,1
1962/63,16,Barry Dyson,1
1962/63,17,Ralph Gubbins,1
1962/63,19,Les Jones,1
1962/63,19,Dave Hickson,1
1962/63,20,Les Jones,2
1962/63,21,John Manning,2
1962/63,21,Dave Hickson,2
1962/63,22,Dave Hickson,3
1962/63,22,Les Jones,1
1962/63,23,Les Jones,1
1962/63,24,Barry Dyson,1
1962/63,24,OG,1
1962/63,25,Les Jones,1
1962/63,25,Dave Hickson,1
1962/63,25,Ralph Gubbins,1
1962/63,26,Johnny King,1
1962/63,26,Les Jones,1
1962/63,27,Dave Hickson,1
1962/63,28,Ken Finney,1
1962/63,29,Dave Hickson,1
1962/63,29,Ralph Gubbins,1
1962/63,29,Barry Dyson,1
1962/63,30,Dave Hickson,1
1962/63,32,Dave Hickson,2
1962/63,32,OG,1
1962/63,33,John Manning,2
1962/63,35,Barry Dyson,2
1962/63,35,Jimmy Milner,1
1962/63,36,Johnny King,1
1962/63,36,Barry Dyson,1
1962/63,36,Dave Hickson,1
1962/63,37,Barry Dyson,1
1962/63,37,Dave Hickson,1
1962/63,40,Dave Hickson,1
1962/63,40,OG,1
1962/63,42,Barry Dyson,1
1962/63,42,Peter Jackson,3
1962/63,42,Ronnie Roberts,1
1962/63,43,Barry Dyson,1
1962/63,44,Ralph Gubbins,1
1962/63,44,Peter Jackson,1
1962/63,46,Barry Dyson,1
1962/63,48,John Manning,2
1962/63,49,John Manning,1
1962/63,49,Joe Pritchard,2
1962/63,50,Barry Dyson,1
1962/63,50,Alan King,1
1963/64,1,Barry Dyson,1
1963/64,2,Barry Dyson,1
1963/64,3,Johnny King,1
1963/64,3,Ralph Gubbins,1
1963/64,3,Les Jones,2
1963/64,3,Dave Hickson,1
1963/64,3,OG,1
1963/64,4,Barry Dyson,2
1963/64,5,Les Jones,1
1963/64,5,Dave Hickson,1
1963/64,5,Barry Dyson,2
1963/64,6,Les Jones,1
1963/64,6,Barry Dyson,1
1963/64,9,Barry Dyson,1
1963/64,10,Bobby Conroy,1
1963/64,10,Barry Dyson,1
1963/64,12,Les Campbell,1
1963/64,12,OG,1
1963/64,14,NA,1
1963/64,14,John Manning,1
1963/64,15,Bernard Evans,1
1963/64,16,Barry Dyson,1
1963/64,17,Bernard Evans,1
1963/64,19,Charlie McDonnell,1
1963/64,19,Bernard Evans,1
1963/64,20,Barry Dyson,1
1963/64,20,Ronnie Roberts,1
1963/64,21,Bernard Evans,1
1963/64,21,Barry Dyson,1
1963/64,22,Charlie McDonnell,1
1963/64,24,Les Jones,1
1963/64,25,Les Jones,1
1963/64,25,John Manning,1
1963/64,25,Barry Dyson,1
1963/64,26,Les Campbell,1
1963/64,26,John Manning,1
1963/64,26,OG,1
1963/64,27,John Manning,1
1963/64,27,Barry Dyson,1
1963/64,28,Barry Dyson,1
1963/64,29,John Manning,1
1963/64,30,Les Jones,1
1963/64,30,John Manning,2
1963/64,31,John Manning,1
1963/64,31,Barry Dyson,2
1963/64,32,Les Jones,1
1963/64,32,John Manning,1
1963/64,32,Barry Dyson,1
1963/64,33,John Manning,1
1963/64,33,Barry Dyson,2
1963/64,34,John Manning,1
1963/64,35,NA,1
1963/64,35,Les Jones,1
1963/64,35,Barry Dyson,1
1963/64,36,Malcolm Edwards,1
1963/64,36,John Manning,1
1963/64,37,Les Jones,1
1963/64,37,Barry Dyson,1
1963/64,38,Les Jones,1
1963/64,38,Barry Dyson,1
1963/64,40,John Manning,2
1963/64,41,Les Campbell,1
1963/64,41,Les Jones,1
1963/64,41,John Manning,1
1963/64,41,Barry Dyson,1
1963/64,42,Les Jones,1
1963/64,42,OG,1
1963/64,44,Barry Dyson,2
1963/64,45,Les Campbell,1
1963/64,45,Les Jones,1
1963/64,45,John Manning,1
1963/64,45,Barry Dyson,2
1963/64,46,Les Jones,1
1963/64,46,Barry Dyson,1
1963/64,47,Bernard Evans,1
1963/64,47,OG,1
1963/64,48,Barry Dyson,1
1963/64,49,John Manning,2
1963/64,50,John Manning,2
1964/65,1,John Manning,2
1964/65,1,Barry Dyson,3
1964/65,2,Jack Lornie,1
1964/65,2,John Manning,2
1964/65,2,Charlie McDonnell,1
1964/65,3,Barry Dyson,1
1964/65,4,John Manning,2
1964/65,4,Barry Dyson,1
1964/65,4,Charlie McDonnell,1
1964/65,5,John Manning,1
1964/65,5,Charlie McDonnell,1
1964/65,6,John Manning,1
1964/65,8,John Manning,1
1964/65,9,John Manning,2
1964/65,9,Charlie McDonnell,1
1964/65,9,Jimmy Weir,1
1964/65,10,Barry Dyson,2
1964/65,10,Les Jones,2
1964/65,10,Jimmy Weir,1
1964/65,12,Mandy Hill,1
1964/65,12,Barry Dyson,1
1964/65,12,John Manning,2
1964/65,12,Charlie McDonnell,1
1964/65,12,Jimmy Weir,1
1964/65,14,John Manning,1
1964/65,14,Charlie McDonnell,1
1964/65,15,Barry Dyson,2
1964/65,15,Charlie McDonnell,1
1964/65,17,John Manning,3
1964/65,17,Charlie McDonnell,2
1964/65,18,Mandy Hill,2
1964/65,18,Charlie McDonnell,1
1964/65,19,Eddie Stuart,1
1964/65,19,John Manning,1
1964/65,20,John Manning,1
1964/65,20,Charlie McDonnell,2
1964/65,21,Les Jones,2
1964/65,21,John Manning,1
1964/65,22,Alan King,1
1964/65,22,Charlie McDonnell,1
1964/65,22,Alan A'Court,1
1964/65,25,Barry Dyson,2
1964/65,26,Roy Sinclair,1
1964/65,26,Barry Dyson,1
1964/65,26,Charlie McDonnell,1
1964/65,26,Alan A'Court,1
1964/65,27,Charlie McDonnell,1
1964/65,28,Barry Dyson,2
1964/65,28,Charlie McDonnell,1
1964/65,29,Les Jones,2
1964/65,29,Barry Dyson,1
1964/65,29,Charlie McDonnell,1
1964/65,30,Barry Dyson,1
1964/65,31,Barry Dyson,1
1964/65,33,Charlie McDonnell,1
1964/65,33,OG,1
1964/65,35,Mandy Hill,1
1964/65,35,Barry Dyson,1
1964/65,36,John Manning,1
1964/65,36,Charlie McDonnell,1
1964/65,37,Barry Dyson,1
1964/65,37,John Manning,1
1964/65,37,Charlie McDonnell,1
1964/65,38,Barry Dyson,1
1964/65,39,Charlie McDonnell,2
1964/65,40,Barry Dyson,1
1964/65,41,Eddie Stuart,1
1964/65,43,Barry Dyson,1
1964/65,43,Charlie McDonnell,2
1964/65,43,Alan A'Court,1
1964/65,44,Alan King,1
1964/65,44,Roy Sinclair,1
1964/65,44,Barry Dyson,1
1964/65,44,Alan A'Court,1
1964/65,45,Barry Dyson,1
1964/65,47,Barry Dyson,2
1964/65,48,Barry Dyson,1
1964/65,49,Jack Lornie,1
1964/65,49,Barry Dyson,1
1965/66,1,Barry Dyson,2
1965/66,2,Alan King,1
1965/66,3,Frank Twist,1
1965/66,4,John Manning,1
1965/66,4,Barry Dyson,1
1965/66,5,Barry Dyson,2
1965/66,6,Barry Dyson,1
1965/66,6,Bruce Crawford,1
1965/66,7,Joe Pritchard,1
1965/66,7,Bruce Crawford,1
1965/66,8,Barry Dyson,1
1965/66,10,Barry Dyson,2
1965/66,11,Alan King,1
1965/66,11,John Manning,2
1965/66,11,Barry Dyson,1
1965/66,11,OG,1
1965/66,14,Roy Parnell,1
1965/66,15,Jack Lornie,2
1965/66,15,John Manning,1
1965/66,15,Barry Dyson,2
1965/66,16,Alan King,1
1965/66,17,Alan King,1
1965/66,17,John Manning,2
1965/66,17,Barry Dyson,2
1965/66,17,OG,1
1965/66,18,Joe Pritchard,1
1965/66,18,John Manning,1
1965/66,19,John Manning,1
1965/66,22,Bruce Crawford,1
1965/66,22,John Manning,1
1965/66,22,Barry Dyson,1
1965/66,24,John Manning,1
1965/66,24,Barry Dyson,2
1965/66,24,Roy Sinclair,3
1965/66,25,Barry Dyson,1
1965/66,27,John Manning,2
1965/66,27,Barry Dyson,1
1965/66,27,Bruce Crawford,1
1965/66,27,Alan A'Court,2
1965/66,28,Jack Lornie,1
1965/66,28,Bruce Crawford,1
1965/66,28,Graham Stanley,1
1965/66,30,Alan King,2
1965/66,30,Barry Dyson,1
1965/66,30,Roy Sinclair,1
1965/66,30,Alan A'Court,1
1965/66,31,Mandy Hill,1
1965/66,31,Barry Dyson,1
1965/66,31,Alan A'Court,1
1965/66,32,Joe Pritchard,1
1965/66,32,Barry Dyson,2
1965/66,33,John Manning,1
1965/66,33,Alan A'Court,3
1965/66,34,Barry Dyson,1
1965/66,35,OG,1
1965/66,36,Barry Dyson,1
1965/66,37,John Manning,1
1965/66,38,John Manning,1
1965/66,39,Alan King,1
1965/66,40,Jack Lornie,1
1965/66,42,Roy Parnell,1
1965/66,44,Alan King,1
1965/66,45,Mandy Hill,1
1965/66,45,John Manning,2
1965/66,45,Barry Dyson,2
1965/66,45,Frank Twist,1
1965/66,46,Mandy Hill,1
1965/66,46,Barry Dyson,1
1965/66,46,Frank Twist,1
1965/66,47,John Manning,1
1965/66,47,Barry Dyson,3
1965/66,47,Joe Pritchard,1
1965/66,48,John Manning,1
1965/66,48,OG,1
1966/67,1,Barry Ashworth,1
1966/67,1,John Manning,2
1966/67,1,Barry Dyson,1
1966/67,1,Roy Sinclair,1
1966/67,3,Graham Williams,1
1966/67,4,John Manning,1
1966/67,4,Barry Dyson,2
1966/67,5,Mandy Hill,1
1966/67,5,John Manning,1
1966/67,6,Joe Pritchard,1
1966/67,7,John Manning,1
1966/67,9,Graham Williams,1
1966/67,10,Roy Sinclair,2
1966/67,11,Barry Ashworth,1
1966/67,11,Joe Pritchard,1
1966/67,12,Joe Pritchard,1
1966/67,13,Barry Ashworth,1
1966/67,13,Alan King,1
1966/67,13,John Manning,2
1966/67,13,Brian Westlake,1
1966/67,14,Joe Pritchard,1
1966/67,14,Graham Williams,1
1966/67,16,Joe Pritchard,1
1966/67,16,Brian Westlake,1
1966/67,18,Brian Westlake,1
1966/67,19,Mandy Hill,1
1966/67,21,Roy Parnell,1
1966/67,22,Graham Williams,1
1966/67,24,Joe Pritchard,1
1966/67,25,George Yardley,1
1966/67,27,George Yardley,2
1966/67,27,Alan King,1
1966/67,28,George Yardley,1
1966/67,29,Barry Ashworth,1
1966/67,29,Graham Williams,1
1966/67,30,Graham Williams,1
1966/67,31,George Yardley,1
1966/67,31,George Hudson,1
1966/67,31,Graham Williams,1
1966/67,31,OG,1
1966/67,33,George Yardley,1
1966/67,33,Joe Pritchard,1
1966/67,34,George Yardley,2
